x,y,z
-552.6932480737073,-483.47652706243366,-145.6935827946585
-551.8497350748253,-482.3072587437796,-146.02951498526306
-551.006222075943,-481.1364883191311,-146.3642239483311
-550.162709077061,-479.9642157884887,-146.69768986615827
-549.3191960781788,-478.79044115185206,-147.0298928119702
-548.4756830792967,-477.61516440922105,-147.36081275008414
-547.6321700804145,-476.4383855605961,-147.69042953608215
-546.7886570815324,-475.2601046059767,-148.01872291699632
-545.9451440826502,-474.0803215453632,-148.345672531505
-545.1016310837681,-472.8990363787557,-148.67125791014124
-544.2581180848861,-471.716249106154,-148.9954584755137
-543.4146050860038,-470.5319597275577,-149.31825354253846
-542.5710920871218,-469.3461682429677,-149.6396223186845
-541.7275790882395,-468.158874652383,-149.95954390423083
-540.8840660893575,-466.97007895580464,-150.27799729253636
-540.0405530904752,-465.7797811532316,-150.59496137032264
-539.1970400915932,-464.5879812446649,-150.91041491796918
-538.353527092711,-463.39467923010375,-151.22433660982276
-537.5100140938289,-462.1998751095482,-151.53670501451862
-536.6665010949467,-461.0035688829987,-151.8474985953156
-535.8229880960646,-459.80576055045503,-152.15669571044558
-534.9794750971824,-458.60645011191696,-152.46427461347488
-534.1359620983003,-457.40563756738493,-152.77021345368144
-533.2924490994183,-456.2033229168587,-153.07449027644412
-532.448936100536,-454.9995061603381,-153.37708302364805
-531.605423101654,-453.79418729782356,-153.67796953410212
-530.7619101027717,-452.5873663293146,-153.97712754397304
-529.9183971038897,-451.3790432548117,-154.27453468723232
-529.0748841050074,-450.16921807431436,-154.5701684961196
-528.2313711061254,-448.9578907878231,-154.86400640161915
-527.3878581072432,-447.7450613953374,-155.15602573395302
-526.5443451083611,-446.53072989685757,-155.4462037230885
-525.7008321094789,-445.31489629238354,-155.7345174992619
-524.8573191105968,-444.09756058191533,-156.02094409351636
-524.0138061117148,-442.8787227654532,-156.30546043825726
-523.1702931128327,-441.6583828429966,-156.5880433678226
-522.3267801139505,-440.43654081454565,-156.86866961906915
-521.4832671150684,-439.21319668010096,-157.14731583197525
-520.6397541161862,-437.98835043966164,-157.42395855026055
-519.7962411173041,-436.7620020932284,-157.69857422202122
-518.9527281184219,-435.5341516408007,-157.97113920038285
-518.1092151195398,-434.3047990823793,-158.24162974416924
-517.2657021206577,-433.0739444179633,-158.5100220185899
-516.4221891217755,-431.8415876475533,-158.77629209594286
-515.5786761228934,-430.6077287711489,-159.04041595633635
-514.7351631240113,-429.37236778875035,-159.3023694884272
-513.8916501251291,-428.13550470035784,-159.56212849017743
-513.048137126247,-426.8971395059709,-159.81966866962892
-512.2046241273649,-425.65727220559006,-160.07496564569524
-511.3611111284827,-424.4159027992148,-160.327994948973
-510.5175981296006,-423.17303128684534,-160.57873202257045
-509.6740851307184,-421.9286576684817,-160.8271522229558
-508.8305721318363,-420.6827819441239,-161.07323082082297
-507.98705913295413,-419.43540411377194,-161.3169430019778
-507.14354613407204,-418.1865241774259,-161.5582638682419
-506.3000331351899,-416.93614213508545,-161.79716843837681
-505.45652013630774,-415.6842579867508,-162.03363164902714
-504.6130071374256,-414.43087173242225,-162.26762835568337
-503.76949413854345,-413.17598337209927,-162.4991333336646
-502.9259811396613,-411.919592905782,-162.72812127912076
-502.0824681407792,-410.661700333471,-162.95456681005564
-501.23895514189707,-409.4023056551654,-163.17844446737018
-500.3954421430149,-408.1414088708657,-163.39972871592502
-499.55192914413277,-406.87900998057194,-163.61839394562523
-498.7084161452506,-405.6151089842838,-163.83441447252508
-497.8649031463685,-404.34970588200144,-164.0477645399539
-497.0213901474864,-403.0828006737253,-164.25841831966258
-496.17787714860424,-401.8143933594546,-164.4663499129929
-495.3343641497221,-400.5444839391896,-164.67153335206623
-494.49085115083994,-399.2730724129308,-164.87394260099538
-493.6473381519578,-398.00015878067757,-165.07355155711795
-492.80382515307565,-396.72574304243005,-165.27033405225137
-491.9603121541935,-395.4498251981886,-165.4642638539702
-491.1167991553114,-394.17240524795284,-165.65531466690595
-490.27328615642926,-392.8934831917228,-165.8434601340691
-489.4297731575471,-391.6130590294986,-166.02867383819398
-488.58626015866497,-390.3311327612804,-166.2109293031062
-487.7427471597828,-389.0477043870678,-166.39019999511362
-486.8992341609007,-387.76277390686107,-166.56645932441958
-486.0557211620186,-386.47634132066014,-166.73968064656032
-485.21220816313644,-385.18840662846526,-166.9098372638651
-484.3686951642543,-383.89896983027586,-167.0769024269407
-483.52518216537214,-382.6080309260923,-167.24084933617914
-482.6816691664901,-381.3155899159151,-167.40165114328934
-481.83815616760796,-380.02164679974317,-167.55928095285364
-480.9946431687259,-378.72620157757717,-167.7137118239073
-480.1511301698437,-377.429254249417,-167.86491677154373
-479.3076171709616,-376.13080481526254,-168.01286876854348
-478.46410417207943,-374.8308532751139,-168.15754074702815
-477.6205911731973,-373.52939962897096,-168.29890560013953
-476.77707817431514,-372.2264438768342,-168.4369361837431
-475.93356517543305,-370.921986018703,-168.5716053181575
-475.0900521765509,-369.61602605457756,-168.70288578990863
-474.24653917766875,-368.3085639844579,-168.8307503535099
-473.4030261787866,-366.9995998083443,-168.95517173326763
-472.55951317990446,-365.68913352623633,-169.07612262511236
-471.7160001810223,-364.37716513813416,-169.1935756984563
-470.8724871821402,-363.06369464403815,-169.30750359807664
-470.0289741832581,-361.7487220439475,-169.41787894602507
-469.1854611843759,-360.4322473378628,-169.52467434356393
-468.3419481854938,-359.11427052578404,-169.6278623731285
-467.49843518661163,-357.79479160771086,-169.72741560031602
-466.6549221877295,-356.4738105836435,-169.82330657590182
-465.81140918884734,-355.1513274535822,-169.91550783788202
-464.96789618996524,-353.8273422175266,-170.003991913543
-464.1243831910831,-352.50185487547674,-170.08873132155875
-463.28087019220095,-351.1748654274329,-170.16969857411522
-462.4373571933188,-349.84637387339467,-170.24686617906156
-461.59384419443666,-348.51638021336214,-170.32020664208977
-460.7503311955545,-347.18488444733566,-170.3896924689413
-459.9068181966724,-345.851886575315,-170.4552961676421
-459.06330519779027,-344.51738659729995,-170.51699025076488
-458.2197921989081,-343.1813845132907,-170.57474723771986
-457.376279200026,-341.8438803232875,-170.62853965707353
-456.53276620114383,-340.50487402728993,-170.67834004889562
-455.6892532022617,-339.16436562529816,-170.7241209671343
-454.84574020337953,-337.8223551173123,-170.76585498202024
-454.00222720449744,-336.4788425033323,-170.80351468249876
-453.1587142056153,-335.133827783358,-170.83707267869067
-452.31520120673315,-333.7873109573894,-170.8665016043825
-451.471688207851,-332.4392920254269,-170.89177411954466
-450.62817520896886,-331.08977098746993,-170.91286291287895
-449.7846622100867,-329.7387478435188,-170.92974070439556
-448.9411492112046,-328.38622259357385,-170.94238024801825
-448.09763621232247,-327.03219523763437,-170.9507543342194
-447.2541232134403,-325.6766657757007,-170.9548357926843
-446.4106102145582,-324.319634207773,-170.95459749500435
-445.56709721567603,-322.961100533851,-170.9500123574001
-444.7235842167939,-321.6010647539348,-170.94105334347353
-443.88007121791173,-320.23952686802454,-170.9276934669901
-443.03655821902964,-318.87648687612,-170.90990579469027
-442.1930452201475,-317.51194477822116,-170.88766344913063
-441.34953222126546,-316.1459005743284,-170.86093961155495
-440.5060192223833,-314.7783542644412,-170.82970752479486
-439.66250622350117,-313.40930584856005,-170.79394049620043
-438.8189932246191,-312.0387553266846,-170.7536119006004
-437.97548022573693,-310.6667026988149,-170.70869518329278
-437.1319672268548,-309.2931479649511,-170.65916386306495
-436.28845422797264,-307.91809112509293,-170.60499153524393
-435.4449412290905,-306.5415321792407,-170.54615187477657
-434.60142823020834,-305.16347112739436,-170.48261863933982
-433.75791523132625,-303.78390796955375,-170.4143656724811
-432.9144022324441,-302.40284270571885,-170.3413669067885
-432.07088923356196,-301.0202753358899,-170.26359636709117
-431.2273762346798,-299.63620586006664,-170.18102817369004
-430.38386323579766,-298.2506342782492,-170.093636545618
-429.5403502369155,-296.8635605904377,-170.00139580393076
-428.69683723803337,-295.47498479663193,-169.90428037502724
-427.8533242391513,-294.08490689683197,-169.80226479400042
-427.00981124026913,-292.6933268910378,-169.6953237080179
-426.166298241387,-291.3002447792496,-169.58343187973261
-425.32278524250484,-289.905660561467,-169.4665641907235
-424.4792722436227,-288.50957423769023,-169.34469564496578
-423.63575924474054,-287.1119858079194,-169.21780137233168
-422.79224624585845,-285.71289527215436,-169.08585663212054
-421.9487332469763,-284.31230263039504,-168.94883681661855
-421.10522024809416,-282.91020788264143,-168.80671745468908
-420.261707249212,-281.506611028894,-168.65947421539155
-419.41819425032986,-280.101512069152,-168.50708291163053
-418.5746812514477,-278.6949110034159,-168.34951950383436
-417.73116825256557,-277.2868078316858,-168.1867601036628
-416.8876552536835,-275.8772025539614,-168.0187809777446
-416.04414225480133,-274.46609517024274,-167.84555855144362
-415.2006292559192,-273.0534856805301,-167.66706941265466
-414.35711625703703,-271.639374084823,-167.48329031562812
-413.5136032581549,-270.22376038312177,-167.29419818482359
-412.67009025927274,-268.8066445754265,-167.09977011879212
-411.82657726039065,-267.38802666173706,-166.89998339408734
-410.9830642615085,-265.9679066420532,-166.69481546920497
-410.13955126262636,-264.5462845163754,-166.484243988551
-409.2960382637442,-263.1231602847032,-166.26824678643786
-408.45252526486206,-261.6985339470368,-166.04680189110852
-407.6090122659799,-260.2724055033765,-165.8198875287892
-406.76549926709777,-258.84477495372175,-165.58748212776896
-405.9219862682157,-257.41564229807284,-165.34956432250772
-405.07847326933353,-255.98500753642975,-165.106112957771
-404.2349602704514,-254.5528706687926,-164.8571070927922
-403.39144727156923,-253.11923169516103,-164.60252600546215
-402.5479342726871,-251.6840906155354,-164.3423491965447
-401.70442127380494,-250.24744742991572,-164.0765563939198
-400.86090827492285,-248.80930213830175,-163.80512755685209
-400.0173952760408,-247.3696547406937,-163.52804288028662
-399.17388227715867,-245.92850523709126,-163.2452827991692
-398.3303692782765,-244.48585362749475,-162.9568279927937
-397.4868562793944,-243.04169991190395,-162.66265938917383
-396.6433432805123,-241.59604409031908,-162.3627581694405
-395.79983028163014,-240.1488861627398,-162.0571057722636
-394.956317282748,-238.7002261291666,-161.74568389829918
-394.11280428386584,-237.25006398959897,-161.42847451465988
-393.2692912849837,-235.79839974403717,-161.10545985941005
-392.42577828610155,-234.34523339248142,-160.7766224460844
-391.5822652872194,-232.89056493493126,-160.44194506822976
-390.7387522883373,-231.43439437138704,-160.10141080397034
-389.89523928945516,-229.97672170184865,-159.75500302059515
-389.051726290573,-228.51754692631596,-159.40270537916803
-388.20821329169087,-227.05687004478898,-159.04450183915998
-387.3647002928087,-225.59469105726794,-158.68037666310252
-386.5211872939266,-224.13100996375283,-158.3103144212628
-385.6776742950445,-222.66582676424343,-157.93429999633906
-384.83416129616234,-221.19914145873975,-157.55231858817731
-383.9906482972802,-219.7309540472421,-157.16435571850772
-383.14713529839804,-218.26126452975006,-156.7703972357
-382.3036222995159,-216.79007290626373,-156.37042931953945
-381.46010930063375,-215.31737917678356,-155.96443848602075
-380.6165963017516,-213.84318334130887,-155.55241159216013
-379.7730833028695,-212.36748539984023,-155.1343358408261
-378.92957030398736,-210.89028535237742,-154.71019878558712
-378.0860573051052,-209.4115831989202,-154.27998833557632
-377.24254430622307,-207.9313789394688,-153.8436927603728
-376.3990313073409,-206.44967257402345,-153.40130069489896
-375.5555183084588,-204.9664641025837,-152.95280114433297
-374.7120053095767,-203.48175352514988,-152.4981834890369
-373.86849231069453,-201.99554084172178,-152.03743748949836
-373.0249793118124,-200.5078260522996,-151.57055329128696
-372.18146631293024,-199.01860915688303,-151.0975214300232
-371.3379533140481,-197.5278901554724,-150.61833283636128
-370.49444031516595,-196.0356690480677,-150.13297884098264
-369.65092731628386,-194.5419458346687,-149.64145117960243
-368.8074143174017,-193.0467205152754,-149.14374199798647
-367.96390131851956,-191.54999308988795,-148.63984385697853
-367.1203883196374,-190.05176355850654,-148.12974973753737
-366.27687532075527,-188.5520319211306,-147.6134530457833
-365.4333623218731,-187.0507981777606,-147.09094761805306
-364.589849322991,-185.54806232839655,-146.56222772596232
-363.7463363241089,-184.04382437303832,-146.02728808147558
-362.90282332522673,-182.53808431168568,-145.48612384198273
-362.0593103263446,-181.0308421443391,-144.9387306153812
-361.21579732746244,-179.5220978709981,-144.3851044651633
-360.3722843285803,-178.01185149166292,-143.82524191550777
-359.5287713296983,-176.50010300633403,-143.25913995637552
-358.68525833081617,-174.98685241501062,-142.68679604860733
-357.841745331934,-173.4720997176929,-142.10820812902483
-356.9982323330519,-171.95584491438103,-141.52337461553233
-356.1547193341697,-170.4380880050751,-140.93229441221916
-355.3112063352876,-168.91882898977474,-140.3349669144618
-354.46769333640543,-167.3980678684802,-139.73139201402552
-353.62418033752334,-165.87580464119173,-139.1215701041639
-352.7806673386412,-164.35203930790897,-138.50550208471535
-351.93715433975905,-162.82677186863202,-137.88318936719716
-351.0936413408769,-161.30000232336067,-137.25463387989385
-350.25012834199475,-159.7717306720955,-136.61983807294214
-349.4066153431126,-158.2419569148359,-135.9788049234075
-348.5631023442305,-156.71068105158213,-135.33153794035616
-347.71958934534837,-155.1779030823343,-134.67804116991744
-346.8760763464662,-153.64362300709217,-134.01831920033794
-346.0325633475841,-152.10784082585576,-133.3523771670264
-345.1890503487019,-150.5705565386254,-132.6802207575872
-344.3455373498198,-149.03177014540063,-132.00185621684201
-343.5020243509377,-147.4914816461818,-131.31729035184046
-342.65851135205554,-145.94969104096867,-130.62653053685455
-341.8149983531734,-144.4063983297615,-129.92958471836096
-340.97148535429125,-142.86160351256,-129.22646142000636
-340.1279723554091,-141.31530658936424,-128.5171697475564
-339.28445935652695,-139.76750756017452,-127.80171939382697
-338.4409463576448,-138.2182064249905,-127.08012064359679
-337.5974333587627,-136.66740318381233,-126.35238437849985
-336.75392035988057,-135.11509783664008,-125.61852208189782
-335.9104073609984,-133.56129038347342,-124.87854584372923
-335.0668943621163,-132.0059808243126,-124.13246836533682
-334.2233813632341,-130.44916915915758,-123.38030296426965
-333.379868364352,-128.8908553880085,-122.62206357906051
-332.5363553654699,-127.33103951086525,-121.857764773976
-331.69284236658774,-125.7697215277276,-121.08742174374039
-330.8493293677056,-124.20690143859599,-120.31105031822949
-330.00581636882345,-122.64257924346998,-119.52866696713409
-329.1623033699413,-121.07675494234991,-118.74028880459397
-328.31879037105915,-119.50942853523566,-117.9459335937977
-327.475277372177,-117.94060002212711,-117.14561975154945
-326.6317643732949,-116.37026940302451,-116.33936635280148
-325.78825137441277,-114.79843667792784,-115.52719313514909
-324.9447383755306,-113.22510184683665,-114.70912050328918
-324.1012253766485,-111.6502649097514,-113.88516953344072
-323.2577123777663,-110.07392586667208,-113.0553619777233
-322.4141993788842,-108.49608471759836,-112.21972026849564
-321.5706863800021,-106.9167414625307,-111.37826752265191
-320.72717338111994,-105.33589610146862,-110.53102754587323
-319.8836603822378,-103.75354863441248,-109.67802483683397
-319.04014738335565,-102.16969906136205,-108.81928459136192
-318.1966343844736,-100.58434738231779,-107.95483270655004
-317.3531213855915,-98.99749359727912,-107.08469578481844
-316.5096083867094,-97.40913770624616,-106.20890113792723
-315.6660953878272,-95.81927970921902,-105.32747679093492
-314.8225823889451,-94.2279196061977,-104.44045148610518
-313.97906939006293,-92.63505739718221,-103.54785468675723
-313.1355563911808,-91.04069308217254,-102.64971658106025
-312.29204339229864,-89.44482666116858,-101.74606808577064
-311.4485303934165,-87.84745813417055,-100.83694084990839
-310.60501739453434,-86.24858750117824,-99.92236725837374
-309.7615043956522,-84.64821476219174,-99.00238043550141
-308.91799139677016,-83.0463399172113,-98.07701424855047
-308.074478397888,-81.44296296623656,-97.14630331112897
-307.23096539900587,-79.83808390926754,-96.21028298655278
-306.3874524001237,-78.23170274630422,-95.26898939113457
-305.5439394012416,-76.62381947734696,-94.32245939740392
-304.7004264023594,-75.01443410239528,-93.37073063725474
-303.8569134034773,-73.40354662144944,-92.41384150502194
-303.01340040459513,-71.79115703450952,-91.4518311604811
-302.169887405713,-70.17726534157532,-90.4847395317734
-301.32637440683084,-68.56187154264694,-89.51260731825202
-300.4828614079487,-66.94497563772438,-88.53547599325017
-299.63934840906654,-65.32657762680776,-87.55338780676709
-298.7958354101844,-63.706677509896736,-86.56638578807174
-297.95232241130236,-62.08527528699187,-85.57451374822384
-297.1088094124202,-60.46237095809272,-84.5778162825064
-296.26529641353807,-58.83796452319916,-83.57633877277249
-295.4217834146559,-57.212055982311426,-82.57012738970357
-294.5782704157738,-55.58464533542963,-81.55922909497536
-293.7347574168916,-53.95573258255354,-80.5436916433322
-292.8912444180095,-52.32531772368327,-79.5235635845673
-292.04773141912733,-50.69340075881894,-78.49889426540707
-291.2042184202452,-49.0599816879602,-77.46973383129838
-290.36070542136304,-47.425060511107404,-76.43613322809651
-289.5171924224809,-45.78863722826043,-75.39814420365143
-288.67367942359874,-44.15071183941927,-74.35581930929392
-287.8301664247166,-42.51128434458383,-73.30921190121433
-286.98665342583456,-40.87035474375443,-72.25837614173797
-286.1431404269524,-39.22792303693075,-71.20336700049188
-285.29962742807027,-37.58398922411277,-70.144240255462
-284.4561144291881,-35.938553305300616,-69.08105249394
-283.612601430306,-34.2916152804944,-68.01386111335663
-282.7690884314238,-32.643175149693775,-66.94272432200081
-281.9255754325417,-30.99323291289909,-65.86770113962318
-281.08206243365953,-29.34178857011011,-64.78885139791987
-280.2385494347774,-27.688842121327184,-63.706235740899174
-279.39503643589524,-26.034393566549852,-62.61991562512375
-278.5515234370131,-24.378442905778343,-61.5299533198324
-277.70801043813094,-22.72099013901277,-60.43641190693535
-276.864497439249,-21.06203526625336,-59.339355280883886
-276.0209844403669,-19.40157828749932,-58.238848148409005
-275.1774714414847,-17.7396192027511,-57.13495602813458
-274.3339584426026,-16.076158012008705,-56.02774525005433
-273.49044544372043,-14.411194715272131,-54.91728295487777
-272.6469324448383,-12.744729312541267,-53.80363709323883
-271.80341944595614,-11.07676180381634,-52.686876424770276
-270.959906447074,-9.407292189097234,-51.567070517035916
-270.11639344819184,-7.736320468383838,-50.44428974432487
-269.2728804493097,-6.063846641676378,-49.318605286302684
-268.42936745042755,-4.389870708974513,-48.19008912651857
-267.5858544515454,-2.7143926702785848,-47.05881405076698
-266.74234145266337,-1.0374125255887066,-45.924853645301894
-265.8988284537812,0.6410697250954627,-44.78828229490102
-265.0553154548991,2.3210540817740366,-43.64917518078258
-264.2118024560169,4.002540544446788,-42.50760827836484
-263.3682894571348,5.685529113113603,-41.36365835487592
-262.52477645825263,7.370019787774595,-40.21740296680467
-261.68126345937037,9.05601256843022,-39.068920457195254
-260.83775046048845,10.743507455079111,-37.918289952785294
-259.9942374616062,12.432504447722977,-36.76559136097622
-259.15072446272416,14.123003546360565,-35.61090536665064
-258.3072114638419,15.81500475099267,-34.45431342881714
-257.46369846495986,17.508508061618727,-33.29589777709576
-256.6201854660776,19.203513478239415,-32.13574140803196
-255.77667246719557,20.900021000853712,-30.97392808124547
-254.9331594683133,22.59803062946264,-29.810542315405254
-254.08964646943127,24.297542364065407,-28.645669384035298
-253.246133470549,25.99855620466269,-27.47939531114534
-252.40262047166698,27.70107215125381,-26.31180686668873
-251.55910747278472,29.405090203839677,-25.142991561840134
-250.7155944739028,31.11061036241881,-23.973037644100128
-249.87208147502054,32.81763262699292,-22.802034092214576
-249.0285684761385,34.52615699756075,-21.630070610920143
-248.18505547725624,36.23618347412332,-20.457237625500227
-247.3415424783742,37.94771205667962,-19.283626276163467
-246.49802947949195,39.660742745230436,-18.10932841223189
-245.6545164806099,41.37527553977509,-16.93443658614685
-244.81100348172765,43.09131044031437,-15.759044047283798
-243.96749048284562,44.80884744684727,-14.583244735580418
-243.12397748396336,46.52788655937502,-13.407133274972237
-242.28046448508132,48.24842777789638,-12.230804966638392
-241.43695148619906,49.970471102412375,-11.054355782051832
-240.59343848731703,51.69401653292209,-9.877882355838647
-239.74992548843477,53.419064069426554,-8.701481978438288
-238.90641248955285,55.1456137119244,-7.525252588571044
-238.0628994906706,56.873665460417214,-6.349292765502537
-237.21938649178855,58.60321931490364,-5.173701721116255
-236.3758734929063,60.33427527538481,-3.998579291778464
-235.53236049402426,62.066833341859706,-2.824025930008819
-234.68884749514223,63.80089351432878,-1.6501426959439067
-233.84533449625997,65.53645579279248,-0.47703124860019397
-233.00182149737793,67.27352017725002,0.6952061630662323
-232.15830849849567,69.01208666770208,1.8664667093088374
-231.31479549961364,70.75215526414786,3.0366469889401984
-230.47128250073138,72.49372596658827,4.205643038894284
-229.62776950184946,74.23679877502241,5.373350343989914
-228.7842565029672,75.98137368945117,6.539663846909324
-227.94074350408516,77.72745070987378,7.704477958378703
-227.0972305052029,79.47502983629101,8.867686567565494
-226.25371750632087,81.22411106870197,10.029183052680626
-225.4102045074386,82.97469440710756,11.188860291795175
-224.56669150855657,84.72677985150699,12.346610673866651
-223.7231785096743,86.48036740190093,13.502326109979995
-222.87966551079228,88.2354570582886,14.655898044797613
-222.03615251191002,89.99204882067102,15.80721746822726
-221.19263951302798,91.75014268904704,16.95617492729831
-220.34912651414572,93.50973866341786,18.102660538257417
-219.5056135152637,95.27083674378235,19.246563998873064
-218.66210051638143,97.03343693014148,20.38777460095944
-217.8185875174995,98.79753922249404,21.52618124311141
-216.97507451861725,100.56314362084163,22.661672443657753
-216.13156151973521,102.33025012518289,23.794136353825557
-215.28804852085295,104.09885873551872,24.923460771123672
-214.44453552197092,105.86896945184833,26.04953315293796
-213.60102252308866,107.64058227417257,27.172240630345314
-212.75750952420663,109.41369720249054,28.291470022138277
-211.91399652532436,111.18831423680325,29.407107849069064
-211.07048352644233,112.96443337710963,30.51904034830368
-210.22697052756007,114.74205462341064,31.627153488095814
-209.38345752867804,116.52117797570537,32.731332982669265
-208.53994452979578,118.30180343399473,33.83146430731879
-207.69643153091386,120.08393099827771,34.92743271371984
-206.8529185320316,121.86756066855543,36.019123245456925
-206.00940553314956,123.65269244482693,37.10642075375718
-205.1658925342673,125.43932632709306,38.189209913441786
-204.32237953538527,127.22746231535297,39.2673752390841
-203.478866536503,129.01710040960756,40.34080110138136
-202.63535353762097,130.80824060985583,41.409371743731654
-201.7918405387387,132.60088291609867,42.47297129902478
-200.94832753985668,134.39502732833535,43.531483806634476
-200.10481454097442,136.1906738465666,44.58479322962429
-199.26130154209238,137.98782247079163,45.63278347215129
-198.41778854321012,139.78647320101135,46.67533839708108
-197.5742755443282,141.58662603722445,47.71234184380032
-196.73076254544583,143.38828097943275,48.74367764623693
-195.8872495465639,145.19143802763426,49.76922965107292
-195.04373654768187,146.99609718183024,50.78888173616562
-194.2002235487996,148.8022584420209,51.80251782915822
-193.35671054991758,150.60992180820523,52.810021926291064
-192.51319755103532,152.4190872803842,53.811278111406565
-191.66968455215329,154.22975485855693,54.80617057514402
-190.82617155327102,156.0419245427243,55.794583634329825
-189.982658554389,157.8555963328854,56.77640175155148
-189.13914555550673,159.67077022904118,57.75150955492328
-188.2956325566247,161.48744623119063,58.719791858032664
-187.45211955774244,163.30562433933477,59.68113368007332
-186.60860655886052,165.12530455347235,60.635420266154306
-185.76509355997825,166.9464868736049,61.58253710779338
-184.92158056109622,168.76917129973117,62.52236996357908
-184.07806756221396,170.59335783185202,63.4548048800133
-183.23455456333193,172.41904646996664,64.37972821251887
-182.39104156444967,174.24623721407585,65.29702664662109
-181.54752856556763,176.07493006417883,66.20658721928902
-180.70401556668537,177.90512502027656,67.10829734044461
-179.86050256780334,179.73682208236795,68.00204481462909
-179.01698956892108,181.57002125045392,68.88771786282712
-178.17347657003904,183.40472252453367,69.76520514444472
-177.32996357115678,185.24092590460805,70.63439577943905
-176.48645057227486,187.07863139067598,71.49517937059373
-175.6429375733926,188.91783898273877,72.34744602594198
-174.79942457451057,190.75854868079523,73.19108638132597
-173.9559115756283,192.60076048484638,74.02599162309863
-173.11239857674627,194.44447439489124,74.85205351095533
-172.268885577864,196.28969041093086,75.66916440089938
-171.42537257898198,198.13640853296414,76.47721726833029
-170.58185958009972,199.984628760992,77.2761057312581
-169.73834658121768,201.83435109501363,78.06572407363412
-168.89483358233542,203.68557553502995,78.84596726879813
-168.0513205834534,205.53830208103994,79.61673100303449
-167.20780758457113,207.39253073304468,80.3779116992368
-166.3642945856891,209.24826149104308,81.12940654067147
-165.52078158680683,211.10549435503611,81.87111349484344
-164.6772685879249,212.9642293250226,82.60293133745057
-163.83375558904265,214.8244664010041,83.32475967643111
-162.99024259016062,216.68620558297926,84.03649897609036
-162.14672959127836,218.54944687094905,84.73805058131161
-161.30321659239632,220.41419026491252,85.42931674183762
-160.45970359351406,222.28043576487073,86.11020063662428
-159.61619059463203,224.1481833708226,86.78060639825628
-158.77267759574977,226.01743308276923,87.44043913742478
-157.92916459686774,227.88818490070952,88.08960496745642
-157.08565159798547,229.76043882464444,88.7280110288942
-156.24213859910344,231.63419485457314,89.35556551411817
-155.39862560022118,233.5094529904964,89.97217769200807
-154.55511260133926,235.38621323241324,90.57775793263411
-153.71159960245723,237.26447558032447,91.17221773197875
-152.86808660357497,239.1442400342304,91.75546973667542
-152.02457360469293,241.02550659412998,92.32742776876458
-151.18106060581067,242.90827526002425,92.88800685045855
-150.33754760692864,244.7925460319122,93.43712322890897
-149.49403460804638,246.67831890979494,93.97469440097186
-148.65052160916434,248.5655938936713,94.50063913796164
-147.80700861028208,250.45437098354228,95.01487751039276
-146.96349561140005,252.34465017940704,95.51733091269588
-146.1199826125178,254.23643148126644,96.00792208790831
-145.27646961363587,256.1297148891193,96.4865751523274
-144.4329566147535,258.02450040296736,96.95321562012448
-143.58944361587157,259.9207880228086,97.40777042790745
-142.7459306169893,261.81857774864477,97.85016795923204
-141.90241761810728,263.71786958047466,98.28033806904676
-141.05890461922502,265.61866351829923,98.69821210807252
-140.21539162034298,267.52095956211747,99.10372294710328
-139.37187862146072,269.4247577119304,99.49680500122544
-138.5283656225787,271.330057967737,99.8773942539452
-137.68485262369643,273.23686032953833,100.24542828121974
-136.8413396248144,275.14516479733334,100.60084627538116
-135.99782662593213,277.05497137112303,100.94358906895023
-135.1543136270501,278.96628005090645,101.27359915832747
-134.31080062816784,280.8790908366845,101.5908207273592
-133.46728762928592,282.793403728456,101.89519967076532
-132.62377463040366,284.70921872622245,102.18668361742664
-131.78026163152163,286.6265358299826,102.46522195351909
-130.93674863263936,288.5453550397374,102.73076584549086
-130.09323563375733,290.4656763554859,102.98326826287102
-129.24972263487507,292.3874997772291,103.22268400090546
-128.40620963599304,294.310825304966,103.44896970300782
-127.56269663711078,296.2356529386976,103.66208388302132
-126.71918363822874,298.16198267842293,103.86198694728013
-125.87567063934648,300.08981452414287,104.04864121646439
-125.03215764046445,302.0191484758565,104.2220109472386
-124.18864464158219,303.9499845335648,104.38206235366692
-123.34513164270027,305.88232269726666,104.52876362839511
-122.501618643818,307.81616296696336,104.66208496359275
-121.65810564493597,309.7515053426538,104.78199857164482
-120.81459264605371,311.68834982433884,104.88847870558658
-119.97107964717168,313.6266964120176,104.98150167927092
-119.12756664828942,315.56654510569115,105.06104588726159
-118.28405364940738,317.50789590535834,105.1270918244418
-117.44054065052512,319.45074881102016,105.17962210533116
-116.59702765164309,321.3951038226757,105.21862148310072
-115.75351465276083,323.34096094032594,105.24407686827865
-114.9100016538788,325.28832016396984,105.25597734713685
-114.06648865499653,327.2371814936085,105.25431419975023
-113.2229756561145,329.1875449292408,105.23908091771959
-112.37946265723258,331.139410470867,105.21027322154924
-111.53594965835032,333.0927781184882,105.16788907767058
-110.69243665946829,335.047647872103,105.11192871510278
-109.84892366058602,337.0040197317126,105.04239464174147
-109.00541066170399,338.9618936973159,104.95929166026697
-108.16189766282173,340.9212697689138,104.86262688366247
-107.3183846639397,342.8821479465054,104.7524097503341
-106.47487166505744,344.8445282300917,104.62865203882305
-105.6313586661754,346.80841061967175,104.49136788210198
-104.78784566729314,348.77379511524646,104.34057378144524
