y,vz,error
-2666.666666666667,-1.7470942677747492,0.09629266810223358
-2333.333333333333,-1.701501412201016,0.0961749193107508
-2000.0,-1.7916719186179813,0.097201646719277
-1666.6666666666667,-1.612413566082843,0.11485694885097969
-1333.3333333333335,-1.5779637468201004,0.10885021763967699
-1000.0000000000002,-1.498340125683288,0.09284013618474521
-666.6666666666667,-0.9195405879313142,0.12155143831125573
-333.3333333333335,-0.1483603017261034,0.11437006188833865
-2.2737367544323206e-13,0.25485383707158243,0.10143512315784149
333.33333333333326,0.5380605590636395,0.0869408278353971
666.6666666666665,0.5938975344604214,0.0832781341880284
999.9999999999998,0.02702700785086565,0.09720360017298127
1333.333333333333,-0.08680810161808605,0.09998922061422223
1666.6666666666665,0.44987879634179523,0.08852312790430227
1999.9999999999995,0.05233038492225606,0.08628980893026177
2333.333333333333,-0.9488474217499624,0.10098854645691244
2666.6666666666665,-1.4862840604765,0.1265931050717413
