y,vz,error
-2666.666666666667,1.0385527414912854,0.1257615387262049
-2333.333333333333,0.7458016694058411,0.11779280664381259
-2000.0,0.43761641042606136,0.0923696638520017
-1666.6666666666667,0.2227312567683688,0.09610716419001762
-1333.3333333333335,0.16377941418052344,0.0906121085392614
-1000.0000000000002,0.03990472835286507,0.0896267623196882
-666.6666666666667,-0.1260711050536294,0.09377449091715276
-333.3333333333335,0.03977077539211837,0.10661149604198639
-2.2737367544323206e-13,0.14076691266154673,0.1174318736660745
333.33333333333326,0.4134405887722474,0.10017960879846312
666.6666666666665,0.5730122327294513,0.08843377308032148
999.9999999999998,0.1416704391705731,0.08813635338335535
1333.333333333333,-0.2907919186935424,0.07844377854716747
1666.6666666666665,-0.3333981570751896,0.08351581180394382
1999.9999999999995,-0.31002963482944873,0.09487558115667083
2333.333333333333,-0.49476753197011913,0.1096371603196754
2666.6666666666665,-0.8820352351777865,0.11902381548115859
