y,vz,error
-2666.666666666667,-0.8802501563410757,0.11106197887552115
-2333.333333333333,-0.9571298922046876,0.09004356005110396
-2000.0,-0.9716329136976998,0.0799371785472863
-1666.6666666666667,-0.7094409288451948,0.07399778534353339
-1333.3333333333335,-0.6244232792109128,0.07969066728605619
-1000.0000000000002,-0.7656515742625709,0.06391764690379136
-666.6666666666667,-0.7176764084067704,0.08185315622283178
-333.3333333333335,-0.7460592306070946,0.08017093509465574
-2.2737367544323206e-13,-0.8241670810349973,0.07212451973167663
333.33333333333326,-0.5965689977313521,0.08019119354245245
666.6666666666665,-0.3102462326455902,0.08966713627939153
999.9999999999998,-0.42714642507735295,0.08075746568787585
1333.333333333333,-0.353538558693114,0.06085770787225459
1666.6666666666665,-0.353538558693114,0.0707846163053702
1999.9999999999995,-1.0406049091336909,0.08797142284079769
2333.333333333333,-1.5443515594856183,0.09204917580562916
2666.6666666666665,-1.8184579694433882,0.13176179058127493
