y,vz,error
-2666.666666666667,2.1608754368533476,0.15109623919760376
-2333.333333333333,1.8078086854812674,0.16370030671538705
-2000.0,1.5131113938550518,0.15263890275288383
-1666.6666666666667,1.2344996084279094,0.12440224030522269
-1333.3333333333335,1.074405689651987,0.11884649122474561
-1000.0000000000002,0.7233444921989518,0.12097263151053246
-666.6666666666667,0.3411065379628839,0.10518501101451294
-333.3333333333335,0.13894863924259404,0.10968611751222983
-2.2737367544323206e-13,0.1535216021725816,0.10125098363765919
333.33333333333326,0.307075044222443,0.09785637509381134
666.6666666666665,-0.03174133777118032,0.09115201984896652
999.9999999999998,-0.4072598644139811,0.09283620372834289
1333.333333333333,-0.4111826234008797,0.09309326321533028
1666.6666666666665,-0.1579870537733925,0.10779318493505018
1999.9999999999995,-0.005123390533858796,0.12138547678980599
2333.333333333333,-0.22277562622370312,0.1331353408525337
2666.6666666666665,-0.2518254509384885,0.16228642393099418
