y,vz,error
-2666.666666666667,0.5215809058017571,0.14493887434151972
-2333.333333333333,0.3825364862739128,0.12579251530921837
-2000.0,0.33886755461117346,0.11939834077935998
-1666.6666666666667,0.22339627887846136,0.09919553571914745
-1333.3333333333335,0.3269972927717215,0.08404782319896062
-1000.0000000000002,0.48085217543852377,0.07851187070647517
-666.6666666666667,0.5742325838611997,0.08211183647509178
-333.3333333333335,0.6142822889829578,0.08814397988206892
-2.2737367544323206e-13,0.5723788121845208,0.10026522762808783
333.33333333333326,0.31999783997194653,0.08957277107180238
666.6666666666665,0.046760955569139284,0.08818679534384292
999.9999999999998,-0.08548684741389145,0.0847188635871017
1333.333333333333,-0.2645619404226516,0.08414919865006944
1666.6666666666665,-0.453805586046981,0.08274136334963667
1999.9999999999995,-0.5630817470449113,0.08461793659964684
2333.333333333333,-0.7324022440678295,0.10240349340245156
2666.6666666666665,-0.7686466539647108,0.12172781693487045
