y,vz,error
-2666.666666666667,-1.5580310423198305,0.18009994369172144
-2333.333333333333,-1.5449872996900633,0.18223754448305274
-2000.0,-1.3901525943409971,0.2005749556202049
-1666.6666666666667,-1.3761622870091688,0.19545010094453025
-1333.3333333333335,-1.4154684346206148,0.17391158960054745
-1000.0000000000002,-1.6769600268231262,0.1513554069404104
-666.6666666666667,-1.6535253875513036,0.15394831262790146
-333.3333333333335,-0.9682283699448366,0.1801078912616643
-2.2737367544323206e-13,-0.8488405213419546,0.16183215813045534
333.33333333333326,-0.9302772243893626,0.14027188505077987
666.6666666666665,-1.9604300456688915,0.10173855043888216
999.9999999999998,-1.637145676919904,0.07431836554211034
1333.333333333333,-0.9850087849098497,0.06862079147928656
1666.6666666666665,-1.289655241600207,0.07298732132232177
1999.9999999999995,-2.3494023409499016,0.09794743973151529
2333.333333333333,-2.8937182910037507,0.11432576234737234
2666.6666666666665,-2.0746560545132597,0.12698201695182668
