y,vz,error
-2666.666666666667,-2.0750005116999244,0.9081454300679498
-2333.333333333333,-3.7026380442116817,0.35879849040715145
-2000.0,-3.437625920176978,0.2632568881901225
-1666.6666666666667,-2.92370663477139,0.23643202745583103
-1333.3333333333335,-2.4730334409964434,0.22669618454837795
-1000.0000000000002,-2.6811007085321967,0.21572929227577817
-666.6666666666667,-2.136253731317666,0.3883474176665231
-333.3333333333335,-0.2668406795851096,0.4635999701278806
-2.2737367544323206e-13,0.1349032416742163,0.3893837037600957
333.33333333333326,0.4281662653746163,0.3948418547673076
666.6666666666665,1.5431842603970918,0.3161346832675572
999.9999999999998,1.698516192366575,0.21905031032342387
1333.333333333333,1.0785873068997136,0.2517242648914093
1666.6666666666665,0.4582295941425969,0.42677651812833406
1999.9999999999995,1.1242994080085935,0.7371303760765868
2333.333333333333,1.3199849780290127,0.7662990676434306
2666.6666666666665,2.0790719281475942,3.2678929981007223
