y,vz,error
-2666.666666666667,-2.4814992685566373,0.47363332319369744
-2333.333333333333,-1.5170116336533237,0.3517169105239978
-2000.0,-1.413185143147928,0.5618649686486349
-1666.6666666666667,-2.6096215413646275,0.8162207042186085
-1333.3333333333335,-3.771282717534128,0.5659632388159659
-1000.0000000000002,-3.752605083540174,0.41162307393473846
-666.6666666666667,-3.362782536572479,0.33140654664843766
-333.3333333333335,-0.21264778671648824,0.5880903901558434
-2.2737367544323206e-13,1.2170700091295479,0.34383573601114936
333.33333333333326,1.7492168251121556,0.27617976838888203
666.6666666666665,2.3524928946846138,0.3322486705648679
999.9999999999998,2.6650350928246604,0.48568334860827195
1333.333333333333,4.244412896741752,0.2885307025726169
1666.6666666666665,3.7768837504418284,0.2310681064458919
1999.9999999999995,2.6498478404376664,0.3093088818666814
2333.333333333333,1.3565897573631496,0.4648665020934686
2666.6666666666665,1.1959512198380506,0.7818691111711027
