y,vz,error
-2666.666666666667,-0.1716729540662696,0.18122267144729118
-2333.333333333333,-0.2918009641989755,0.14262005849894602
-2000.0,-0.1308832229198338,0.10390986141211937
-1666.6666666666667,0.129788289533193,0.08611818357983637
-1333.3333333333335,0.1240540980093155,0.07794751832053622
-1000.0000000000002,-0.152124785029345,0.06967143786072481
-666.6666666666667,-0.3609730324368599,0.07592769650040637
-333.3333333333335,-0.2780197096595781,0.07036951938367893
-2.2737367544323206e-13,-0.2970971888088594,0.0657128242029935
333.33333333333326,-0.29767329007643006,0.07338700180478688
666.6666666666665,-0.3188441112456246,0.08363327732247064
999.9999999999998,-0.5674037276935309,0.08244496529104021
1333.333333333333,-0.5209236485356322,0.10064682504641118
1666.6666666666665,-0.5942366355667146,0.11036156326686351
1999.9999999999995,-0.8194274805189437,0.11341245297464736
2333.333333333333,-0.832116250946946,0.1416524410958682
2666.6666666666665,-1.1487792081106238,0.21375594488917257
