y,vz,error
-2666.666666666667,0.6814438244181673,1.7365482044033542
-2333.333333333333,0.8740765790987619,1.0540803133522658
-2000.0,0.667295244333914,3.2246128348385144
-1666.6666666666667,-1.0781740482578348,1.7439153306021544
-1333.3333333333335,-0.06522874838201352,1.3832187427625287
-1000.0000000000002,-4.40243404237924,1.0892567847224552
-666.6666666666667,-3.974865721945323,0.5797460044830971
-333.3333333333335,-2.3247066114888666,1.2557337664293302
-2.2737367544323206e-13,-2.05490762924052,2.449147451133245
333.33333333333326,0.6675964843105932,0.5476302046657876
666.6666666666665,-1.9893066318573236,0.24052466155090682
999.9999999999998,-0.977579885676454,0.23224743603837383
1333.333333333333,0.8520423114225116,0.23396614331541662
1666.6666666666665,-0.1974484960067293,0.385696833539677
1999.9999999999995,-1.6937285645157918,0.38847089165405707
2333.333333333333,-2.3665959066373503,0.491098108528606
2666.6666666666665,-0.4242356948518875,0.5879849057636074
