y,vz,error
-2666.666666666667,-3.539967524536127,1.0413758204560533
-2333.333333333333,-4.007982983689013,1.0555283312627222
-2000.0,-4.287536000439661,0.6870178415691469
-1666.6666666666667,-3.632236950780734,0.4229800348295163
-1333.3333333333335,-2.4078821609275862,0.47050459181031684
-1000.0000000000002,-0.6773683210357304,0.6928933871213535
-666.6666666666667,0.07563936170165209,0.3655055509916091
-333.3333333333335,-0.20979107316127127,0.3449665997948847
-2.2737367544323206e-13,-0.14729094470803036,0.3786601205055204
333.33333333333326,0.8416256513269422,0.5359206755524816
666.6666666666665,1.3168643394513242,0.6513862557800952
999.9999999999998,1.8783318234107933,0.6917051149669425
1333.333333333333,0.3108861593738022,0.6676331021672274
1666.6666666666665,-0.2442955524114052,0.7188125389687908
1999.9999999999995,-1.4206125906723153,0.5242812879294481
2333.333333333333,-2.2373779521513177,0.6449131107542055
2666.6666666666665,-2.680307383571272,2.2438663314785896
