y,vz,error
-2666.666666666667,-3.2147196232119164,0.6667428339075792
-2333.333333333333,-3.376476265743926,1.0031647757733366
-2000.0,-2.692363725922264,1.4353300460610532
-1666.6666666666667,-2.9957541534247043,0.8769767278069766
-1333.3333333333335,0.2777501613731779,0.4874045432329001
-1000.0000000000002,1.5437262515415524,0.4558475131526478
-666.6666666666667,0.30604649493156977,0.6942861929426568
-333.3333333333335,-2.74810267727864,0.5536195042874926
-2.2737367544323206e-13,-1.6490705777093853,0.5086362441740238
333.33333333333326,0.035474000336689515,0.49245022739970545
666.6666666666665,0.4582727063544251,0.38164701912104804
999.9999999999998,1.292408470597393,0.34554462778044953
1333.333333333333,1.366278291449753,0.3434194403528453
1666.6666666666665,1.0321160964844003,0.41362714336710116
1999.9999999999995,1.5203432016424832,0.3667441296283476
2333.333333333333,1.6270352961841203,0.36783837822362403
2666.6666666666665,1.4235036382767388,0.6468871796258283
